song,album,year,bpm,duration,vocal,harmony,database_url,official_youtube,harmony_youtube,instruments,guitar1_youtube,guitar2_youtube,bass_youtube,instrumental_youtube,bass_tab,spotify,lyrics,lyrics_chord
It's Only Love,Help!,1965,113.0,118726,John,,https://beatlesdata.info/5/09_itsonlylove.html,OPiKDHYCkjs,ZtIm3fO2jnY,Framus 12・J-160E・6119・ヘフナー,,,KbXotlcAf9g,5TNBEkkTvnw,https://www.songsterr.com/a/wsa/beatles-its-only-love-bass-tab-s26398,2ue1KRstSKHF8jQkIJZiNC,"I get high when I see you go by<br>My oh my<br>When you sigh, my, my inside just flies<br>Butterflies<br>Why am I so shy when I'm beside you?<br><br>It's only love and that is all<br>Why should I feel the way I do?<br>It's only love, and that is all<br>But it's so hard loving you<br><br>Is it right that you and I should fight<br>Every night?<br>Just the sight of you makes nighttime bright<br>Very bright<br>Haven't I the right to make it up girl?<br><br>It's only love and that is all<br>Why should I feel the way I do?<br>It's only love, and that is all<br>But it's so hard loving you<br>Yes it's so hard loving you, loving you",
You Like Me Too Much,Help!,1965,177.0,158746,George,Paul,https://beatlesdata.info/5/10_youlikemetoomuch.html,ZqCf3D26YlA,,J-160E・6119・ヘフナー・エレピ・ピアノ,,,uzwlygYFmDo,W-43lvX30As,https://www.songsterr.com/a/wsa/beatles-you-like-me-too-much-bass-tab-s24362,0y1LLH0NiwOD5tM3aNMXTr,"Though you've gone away this morning<br>You'll be back again tonight<br>Telling me there'll be no next time<br>If I just don't treat you right<br>You'll never leave me and you know it's true<br>'Cause you like me too much and I like you<br><br>You've tried before to leave me<br>But you haven't got the nerve<br>To walk out and make me lonely<br>Which is all that I deserve<br>You'll never leave me and you know it's true<br>'Cause you like me too much and I like you<br><br>I really do, and it's nice when you believe me<br>If you leave me<br><br>I will follow you and bring you back where you belong<br>'Cause I couldn't really stand it<br>I admit that I was wrong<br>I wouldn't let you leave me 'cause it's true<br>'Cause you like me too much and I like you<br><br>'Cause you like me too much and I like you<br>I really do, and it's nice when you believe me<br>If you leave me<br><br>I will follow you and bring you back where you belong<br>'Cause I could't really stand it<br>I admit that I was wrong<br>I wouldn't let you leave me 'cause it's true<br>'Cause you like me too much and I like you<br>'Cause you like me too much and I like you",
Tell Me What You See,Help!,1965,137.0,159634,John・Paul,George,https://beatlesdata.info/5/11_tellmewhatyousee.html,bztiAcsATyI,,325・ヘフナー・ピアノ,,,ixTDk2cP1Lo,ymp9T45aj74,https://www.songsterr.com/a/wsa/beatles-tell-me-what-you-see-bass-tab-s26405,2jnr9KaaMAmvk0zMcM9UzV,"If you let me take your heart I will prove to you<br>We will never be apart if I'm part of you<br>Open up your eyes now, tell me what you see<br>It is no surprise now, what you see is me<br><br>Big and black the clouds may be, time will pass away<br>If you put your trust in me I'll make bright your day<br>Look into these eyes now, tell me what you see<br>Don't you realise now, what you see is me<br>Tell me what you see<br><br>Listen to me one more time, how can I get through?<br>Can't you try to see that I'm trying to get to you?<br>Open up your eyes now, tell me what you see<br>It is no surprise now, what you see is me<br>Tell me what you see<br><br>Listen to me one more time, how can I get through?<br>Can't you try to see that I'm trying to get to you?<br>Open up your eyes now, tell me what you see<br>It is no surprise now, what you see is me",
I've Just Seen A Face,Help!,1965,120.0,127111,Paul,Paul,https://beatlesdata.info/5/12_ivejustseenaface.html,m8LbJfC0SYM,ARCui5tuOOc,,,,,x9Fk1VZmk7Y,https://www.songsterr.com/a/wsa/beatles-ive-just-seen-a-face-bass-tab-s59157,788U1Sqej9M6c4iikuDGxO,"I've just seen a face<br>I can't forget the time or place<br>Where we just met<br>She's just the girl for me<br>And I want all the world to see<br>We've met, mmm-mmm-mmm-m'mmm-mmm<br><br>Had it been another day<br>I might have looked the other way<br>And I'd have never been aware<br>But as it is I'll dream of her<br>Tonight, di-di-di-di'n'di<br><br>Falling, yes I am falling<br>And she keeps calling<br>Me back again<br><br>I have never known<br>The like of this, I've been alone<br>And I have missed things<br>And kept out of sight<br>But other girls were never quite<br>Like this, da-da-n'da-da'n'da<br><br>Falling, yes I am falling<br>And she keeps calling<br>Me back again<br><br>Falling, yes I am falling<br>And she keeps calling<br>Me back again<br><br>I've just seen a face<br>I can't forget the time or place<br>Where we just met<br>She's just the girl for me<br>And I want all the world to see<br>We've met, mmm-mmm-mmm-da-da-da<br><br>Falling, yes I am falling<br>And she keeps calling<br>Me back again<br>Falling, yes I am falling<br>And she keeps calling<br>Me back again<br>Oh, falling, yes I am falling<br>And she keeps calling<br>Me back again",
Yesterday,Help!,1965,97.0,127373,Paul,,https://beatlesdata.info/5/13_yesterday.html,QfWnvlX0GOs,,,zxAMml4Nt_Y,,,zYhEe3wq7IQ,,3BQHpFgAp4l80e1XslIjNI,"Yesterday all my troubles seemed so far away.<br>Now it looks as though they're here to stay.<br>Oh, I believe in yesterday.<br><br>Suddenly, I'm not half the man I used to be.<br>There's a shadow hanging over me.<br>Oh, yesterday came suddenly.<br><br>Why she had to go?<br>I don't know, she wouldn't say.<br>I said something wrong.<br>Now I long for yesterday.<br><br>Yesterday love was such an easy game to play.<br>Now I need a place to hide away.<br>Oh, I believe in yesterday.<br><br>Why she had to go?<br>I don't know, she wouldn't say.<br>I said something wrong.<br>Now I long for yesterday.<br><br>Yesterday love was such an easy game to play.<br>Now I need a place to hide away.<br>Oh, I believe in yesterday.<br><br>Mm mm mm mm mm mm mm.",
Dizzy Miss Lizzy,Help!,1965,136.0,174184,John,,https://beatlesdata.info/5/14_dizzymisslizzy.html,psJ1cHm_su4,xcyOsn5yFY0,,,,,IMfHAPbDWhk,https://www.songsterr.com/a/wsa/beatles-dizzy-miss-lizzy-bass-tab-s22760,70Dohn82wv6VtxGesqRzbZ,"You make me dizzy, Miss Lizzy<br>The way you rock and roll<br>You make me dizzy, Miss Lizzy<br>When we do the stroll<br>Come on, Miss Lizzy<br>Love me before I grow too old<br><br>Come on, give me fever<br>Put your little hand in mine<br>You make me dizzy, dizzy Lizzy<br>Oh girl, you look so fine<br>Just a-rocking and a-rolling<br>Girl I said I wish you were mine<br><br>You make me dizzy, Miss Lizzy<br>When you call my name<br>Oooooh baby<br>Say you're driving me insane<br>C'mon, c'mon, c'mon, c'mon baby<br>I want to be your lover man<br><br>Run and tell your mama<br>I want you to be my bride<br>Run and tell your brother<br>Baby, don't run and hide<br>You make me dizzy, Miss Lizzy<br>Girl I want to marry you<br><br>Come on, give me fever<br>Put your little hand in mine, girl<br>You make me dizzy, dizzy Lizzy<br>Girl, you look so fine<br>You're just a-rocking and a-rolling<br>Oh I said I wish you were mine",
Drive My Car,Rubber Soul,1965,122.0,150204,John・Paul,George,https://beatlesdata.info/6/01_drivemycar.html,TzSQJRELzBw,J3gZqcdBTFc,ストラト・4001・カウベル・ピアノ・タンバリン,,,CvgyzIYnuE4,Mqno0Zaiojo,https://www.songsterr.com/a/wsa/beatles-drive-my-car-bass-tab-s2651,06ypiqmILMdVeaiErMFA91,"Asked a girl what she wanted to be<br>She said baby, ""Can't you see<br>I wanna be famous, a star of the screen<br>But you can do something in between""<br><br>Baby you can drive my car<br>Yes I'm gonna be a star<br>Baby you can drive my car<br>And maybe I'll love you<br><br>I told the girl that my prospects were good<br>She said baby, ""It's understood<br>Working for peanuts is all very fine<br>But I can show you a better time""<br><br>Baby you can drive my car<br>Yes I'm gonna be a star<br>Baby you can drive my car<br>And maybe I'll love you<br>Beep beep mm, beep beep yeah<br><br>Baby you can drive my car<br>Yes I'm gonna be a star<br>Baby you can drive my car<br>And maybe I'll love you<br><br>I told that girl I can start right away<br>And she said, ""Listen baby I've got something to say<br>I got no car and it's breaking my heart<br>But I've found a driver and that's a start""<br><br>Baby you can drive my car<br>Yes I'm gonna be a star<br>Baby you can drive my car<br>And maybe I'll love you<br>Beep beep mm beep beep yeah<br>Beep beep mm beep beep yeah<br>Beep beep mm beep beep yeah<br>Beep beep mm beep beep yeah (fade out)",
Norwegian Wood,Rubber Soul,1965,177.0,125361,John,Paul,https://beatlesdata.info/6/02_norwegianwood.html,F8Bry3cZD0Q,j9p_WJ1q_Nc,Framus 12・J-160E・4001・シタール・タンバリン,,,UXkvMwG3DP4,IXbIVLWNKkA,https://www.songsterr.com/a/wsa/beatles-norwegian-wood-this-bird-has-flown-bass-tab-s86526,1H7gMYGykdtwZOV6s1N0by,"I once had a girl<br>Or should I say<br>She once had me<br><br>She showed me her room<br>Isn't it good<br>Norwegian wood<br><br>She asked me to stay<br>And she told me to sit anywhere<br>So I looked around<br>And I noticed there wasn't a chair<br><br>I sat on a rug<br>Biding my time<br>Drinking her wine<br><br>We talked until two<br>And then she said<br>""It's time for bed""<br><br>She told me she worked in the morning<br>And started to laugh<br>I told her I didn't<br>And crawled off to sleep in the bath<br><br>And when I awoke<br>I was alone<br>This bird had flown<br><br>So I lit a fire<br>Isn't it good<br>Norwegian wood",
You Won't See Me,Rubber Soul,1965,116.0,202527,Paul,John・George,https://beatlesdata.info/6/03_youwontseeme.html,OsjTO0yZQjk,JS1H_ss1zfM,ストラト・4001・ピアノ・タンバリン,,,EYnBctMunak,m2jRHjz8yhs,https://www.songsterr.com/a/wsa/beatles-you-wont-see-me-bass-tab-s26441,4LLBKnNCrSRrSjSTuiwjE9,"When I call you up<br>Your line's engaged<br>I have had enough<br>So act your age<br>We have lost the time<br>That was so hard to find<br>And I will lose my mind<br>If you won't see me (You won't see me)<br>You won't see me (You won't see me)<br><br>I don't know why you<br>Should want to hide<br>But I can't get through<br>My hands are tied<br>I won't want to stay<br>I don't have much to say<br>But I can turn away<br>And you won't see me (You won't see me)<br>You won't see me (You won't see me)<br><br>Time after time<br>You refuse to even listen<br>I wouldn't mind<br>If I knew what I was missing<br><br>Though the days are few<br>They're filled with tears<br>And since I lost you<br>It feels like years<br>Yes, it seems so long<br>Girl, since you've been gone<br>And I just can't go on<br>If you won't see me (You won't see me)<br>You won't see me (You won't see me)<br><br>Time after time<br>You refuse to even listen<br>I wouldn't mind<br>If I knew what I was missing<br><br>Though the days are few<br>They're filled with tears<br>And since I lost you<br>It feels like years<br>Yes, it seems so long<br>Girl, since you've been gone<br>And I just can't go on<br>If you won't see me (You won't see me)<br>You won't see me (You won't see me)",
Nowhere Man,Rubber Soul,1965,120.0,164231,John,Paul・George,https://beatlesdata.info/6/04_nowhereman.html,LlgIWAERfcg,ryn689fW4c0,J-160E・ストラト・4001,,,Qo-Yb1Pd-yM,ZylhQHERyWE,https://www.songsterr.com/a/wsa/beatles-nowhere-man-bass-tab-s26418,5SUlhldQJtOhUr2GzH5RI7,"He's a real nowhere man<br>Sitting in his nowhere land<br>Making all his nowhere plans for nobody<br><br>Doesn't have a point of view<br>Knows not where he's going to<br>Isn't he a bit like you and me?<br><br>Nowhere Man, please listen<br>You don't know what you're missing<br>Nowhere Man, the world is at your command<br><br>He's as blind as he can be<br>Just sees what he wants to see<br>Nowhere Man can you see me at all?<br><br>Nowhere Man, don't worry<br>Take your time, don't hurry<br>Leave it all till somebody else lends you a hand<br><br>Doesn't have a point of view<br>Knows not where he's going to<br>Isn't he a bit like you and me?<br><br>Nowhere Man, please listen<br>You don't know what you're missing<br>Nowhere Man, the world is at your command<br><br>He's a real Nowhere Man<br>Sitting in his nowhere land<br>Making all his nowhere plans for nobody<br>Making all his nowhere plans for nobody<br>Making all his nowhere plans for nobody",
Think For Yourself,Rubber Soul,1965,130.0,139258,George,Paul・John,https://beatlesdata.info/6/05_thinkforyourself.html,vtx5NTxebJk,9ybFqH7q4FA,ストラト・4001・タンバリン・マラカス,,,yk4f1semh9M,JnJbC3Y3VNo,https://www.songsterr.com/a/wsa/beatles-think-for-yourself-bass-tab-s61450,64bKVrkaXQAKx04dLHqCNz,I've got a word or two<br>To say about the things that you do<br>You're telling all those lies<br>About the good things that we can have<br>If we close our eyes<br><br>Do what you want to do<br>And go where you're going to<br>Think for yourself<br>Cos I won't be there with you<br><br>I left you far behind<br>The ruins of the life that you have in mind<br>And though you still can't see<br>I know your mind's made up<br>You're gonna cause more misery<br><br>Do what you want to do<br>And go where you're going to<br>Think for yourself<br>Cos I won't be there with you<br><br>Although your mind's opaque<br>Try thinking more if just for your own sake<br>The future still looks good<br>And you've got time to rectify<br>All the things that you should<br><br>Do what you want to do<br>And go where you're going to<br>Think for yourself<br>Cos I won't be there with you<br><br>Do what you want to do<br>And go where you're going to<br>Think for yourself<br>Cos I won't be there with you<br>Think for yourself<br>Cos I won't be there with you,
The Word,Rubber Soul,1965,121.0,163631,John,Paul・George,https://beatlesdata.info/6/06_theword.html,RfBEqiEhCgM,b1ktSH1xfvg,,,,48GGP-o9VVQ,,https://www.songsterr.com/a/wsa/beatles-the-word-bass-tab-s26395,4GBaPHvAyj4V2jeobD9tsy,"Say the word and you'll be free<br>Say the word and be like me<br>Say the word I'm thinking of<br>Have you heard the word is love?<br>It's so fine, it's sunshine<br>It's the word, love<br><br>In the beginning I misunderstood<br>But now I've got it, the word is good<br><br>Spread the word and you'll be free<br>Spread the word and be like me<br>Spread the word I'm thinking of<br>Have you heard the word is love?<br>It's so fine, it's sunshine<br>It's the word, love<br><br>Everywhere I go I hear it said<br>In the good and the bad books that I have read<br><br>Say the word and you'll be free<br>Say the word and be like me<br>Say the word I'm thinking of<br>Have you heard the word is love?<br>It's so fine, it's sunshine<br>It's the word, love<br><br>Now that I know what I feel must be right<br>I'm here to show everybody the light<br><br>Give the word a chance to say<br>That the word is just the way<br>It's the word I'm thinking of<br>And the only word is love<br>It's so fine, it's sunshine<br>It's the word, love<br><br>Say the word, love<br>Say the word, love<br>Say the word, love<br>Say the word, love",
